,date,veg,region,price
8269,2019-09-01,にんじん,北陸,114.0
8270,2019-10-01,にんじん,北陸,104.0
8271,2019-11-01,にんじん,北陸,94.0
8272,2016-01-01,にんじん,四国,86.0
8273,2016-02-01,にんじん,四国,100.0
8274,2016-03-01,にんじん,四国,116.0
8275,2016-04-01,にんじん,四国,155.0
8276,2016-05-01,にんじん,四国,161.0
8277,2016-06-01,にんじん,四国,136.0
8278,2016-07-01,にんじん,四国,158.0
8279,2016-08-01,にんじん,四国,150.0
8280,2016-09-01,にんじん,四国,380.0
8281,2016-10-01,にんじん,四国,295.0
8282,2016-11-01,にんじん,四国,233.0
8283,2016-12-01,にんじん,四国,132.0
8284,2017-01-01,にんじん,四国,140.0
8285,2017-02-01,にんじん,四国,147.0
8286,2017-03-01,にんじん,四国,168.0
8287,2017-04-01,にんじん,四国,156.0
8288,2017-05-01,にんじん,四国,114.0
8289,2017-06-01,にんじん,四国,107.0
8290,2017-07-01,にんじん,四国,96.0
8291,2017-08-01,にんじん,四国,67.0
8292,2017-09-01,にんじん,四国,95.0
8293,2017-10-01,にんじん,四国,97.0
8294,2017-11-01,にんじん,四国,151.0
8295,2017-12-01,にんじん,四国,161.0
8296,2018-01-01,にんじん,四国,199.0
8297,2018-02-01,にんじん,四国,216.0
8298,2018-03-01,にんじん,四国,249.0
8299,2018-04-01,にんじん,四国,216.0
8300,2018-05-01,にんじん,四国,103.0
8301,2018-06-01,にんじん,四国,77.0
8302,2018-07-01,にんじん,四国,174.0
8303,2018-08-01,にんじん,四国,140.0
8304,2018-09-01,にんじん,四国,208.0
8305,2018-10-01,にんじん,四国,237.0
8306,2018-11-01,にんじん,四国,169.0
8307,2018-12-01,にんじん,四国,110.0
8308,2019-01-01,にんじん,四国,93.0
8309,2019-02-01,にんじん,四国,89.0
8310,2019-03-01,にんじん,四国,103.0
8311,2019-04-01,にんじん,四国,104.0
8312,2019-05-01,にんじん,四国,103.0
8313,2019-06-01,にんじん,四国,93.0
8314,2019-07-01,にんじん,四国,118.0
8315,2019-08-01,にんじん,四国,101.0
8316,2019-09-01,にんじん,四国,126.0
8317,2019-10-01,にんじん,四国,112.0
8318,2019-11-01,にんじん,四国,124.0
8319,2016-01-01,にんじん,東北,72.0
8320,2016-02-01,にんじん,東北,83.0
8321,2016-03-01,にんじん,東北,104.0
8322,2016-04-01,にんじん,東北,146.0
8323,2016-05-01,にんじん,東北,171.0
8324,2016-06-01,にんじん,東北,123.0
8325,2016-07-01,にんじん,東北,133.0
8326,2016-08-01,にんじん,東北,129.0
8327,2016-09-01,にんじん,東北,258.0
8328,2016-10-01,にんじん,東北,237.0
8329,2016-11-01,にんじん,東北,175.0
8330,2016-12-01,にんじん,東北,129.0
8331,2017-01-01,にんじん,東北,135.0
8332,2017-02-01,にんじん,東北,148.0
8333,2017-03-01,にんじん,東北,170.0
8334,2017-04-01,にんじん,東北,170.0
8335,2017-05-01,にんじん,東北,144.0
8336,2017-06-01,にんじん,東北,138.0
8337,2017-07-01,にんじん,東北,71.0
8338,2017-08-01,にんじん,東北,54.0
8339,2017-09-01,にんじん,東北,79.0
8340,2017-10-01,にんじん,東北,74.0
8341,2017-11-01,にんじん,東北,117.0
8342,2017-12-01,にんじん,東北,119.0
8343,2018-01-01,にんじん,東北,150.0
8344,2018-02-01,にんじん,東北,175.0
8345,2018-03-01,にんじん,東北,205.0
8346,2018-04-01,にんじん,東北,221.0
8347,2018-05-01,にんじん,東北,135.0
8348,2018-06-01,にんじん,東北,101.0
8349,2018-07-01,にんじん,東北,138.0
8350,2018-08-01,にんじん,東北,115.0
8351,2018-09-01,にんじん,東北,180.0
8352,2018-10-01,にんじん,東北,182.0
8353,2018-11-01,にんじん,東北,151.0
8354,2018-12-01,にんじん,東北,98.0
8355,2019-01-01,にんじん,東北,99.0
8356,2019-02-01,にんじん,東北,96.0
8357,2019-03-01,にんじん,東北,99.0
8358,2019-04-01,にんじん,東北,120.0
8359,2019-05-01,にんじん,東北,131.0
8360,2019-06-01,にんじん,東北,123.0
8361,2019-07-01,にんじん,東北,91.0
8362,2019-08-01,にんじん,東北,78.0
8363,2019-09-01,にんじん,東北,112.0
8364,2019-10-01,にんじん,東北,87.0
8365,2019-11-01,にんじん,東北,83.0
8366,2016-01-01,にんじん,東海,83.0
8367,2016-02-01,にんじん,東海,93.0
8368,2016-03-01,にんじん,東海,117.0
8369,2016-04-01,にんじん,東海,169.0
8370,2016-05-01,にんじん,東海,164.0
8371,2016-06-01,にんじん,東海,146.0
8372,2016-07-01,にんじん,東海,161.0
8373,2016-08-01,にんじん,東海,150.0
8374,2016-09-01,にんじん,東海,333.0
8375,2016-10-01,にんじん,東海,274.0
8376,2016-11-01,にんじん,東海,202.0
8377,2016-12-01,にんじん,東海,132.0
8378,2017-01-01,にんじん,東海,129.0
8379,2017-02-01,にんじん,東海,137.0
8380,2017-03-01,にんじん,東海,163.0
8381,2017-04-01,にんじん,東海,170.0
8382,2017-05-01,にんじん,東海,132.0
8383,2017-06-01,にんじん,東海,139.0
8384,2017-07-01,にんじん,東海,93.0
8385,2017-08-01,にんじん,東海,70.0
8386,2017-09-01,にんじん,東海,88.0
8387,2017-10-01,にんじん,東海,91.0
8388,2017-11-01,にんじん,東海,143.0
8389,2017-12-01,にんじん,東海,135.0
8390,2018-01-01,にんじん,東海,178.0
8391,2018-02-01,にんじん,東海,200.0
8392,2018-03-01,にんじん,東海,233.0
8393,2018-04-01,にんじん,東海,232.0
8394,2018-05-01,にんじん,東海,117.0
8395,2018-06-01,にんじん,東海,94.0
8396,2018-07-01,にんじん,東海,155.0
8397,2018-08-01,にんじん,東海,137.0
8398,2018-09-01,にんじん,東海,188.0
8399,2018-10-01,にんじん,東海,206.0
8400,2018-11-01,にんじん,東海,172.0
8401,2018-12-01,にんじん,東海,115.0
8402,2019-01-01,にんじん,東海,101.0
8403,2019-02-01,にんじん,東海,84.0
8404,2019-03-01,にんじん,東海,111.0
8405,2019-04-01,にんじん,東海,119.0
8406,2019-05-01,にんじん,東海,109.0
8407,2019-06-01,にんじん,東海,112.0
8408,2019-07-01,にんじん,東海,116.0
8409,2019-08-01,にんじん,東海,97.0
8410,2019-09-01,にんじん,東海,120.0
8411,2019-10-01,にんじん,東海,105.0
8412,2019-11-01,にんじん,東海,107.0
8413,2016-01-01,にんじん,近畿,83.0
8414,2016-02-01,にんじん,近畿,93.0
8415,2016-03-01,にんじん,近畿,115.0
8416,2016-04-01,にんじん,近畿,166.0
8417,2016-05-01,にんじん,近畿,163.0
8418,2016-06-01,にんじん,近畿,133.0
8419,2016-07-01,にんじん,近畿,155.0
8420,2016-08-01,にんじん,近畿,148.0
8421,2016-09-01,にんじん,近畿,322.0
8422,2016-10-01,にんじん,近畿,286.0
8423,2016-11-01,にんじん,近畿,229.0
8424,2016-12-01,にんじん,近畿,149.0
8425,2017-01-01,にんじん,近畿,135.0
8426,2017-02-01,にんじん,近畿,145.0
8427,2017-03-01,にんじん,近畿,167.0
8428,2017-04-01,にんじん,近畿,164.0
8429,2017-05-01,にんじん,近畿,118.0
8430,2017-06-01,にんじん,近畿,111.0
8431,2017-07-01,にんじん,近畿,92.0
8432,2017-08-01,にんじん,近畿,67.0
8433,2017-09-01,にんじん,近畿,78.0
8434,2017-10-01,にんじん,近畿,86.0
8435,2017-11-01,にんじん,近畿,143.0
8436,2017-12-01,にんじん,近畿,162.0
8437,2018-01-01,にんじん,近畿,174.0
8438,2018-02-01,にんじん,近畿,202.0
8439,2018-03-01,にんじん,近畿,217.0
8440,2018-04-01,にんじん,近畿,221.0
8441,2018-05-01,にんじん,近畿,113.0
8442,2018-06-01,にんじん,近畿,80.0
8443,2018-07-01,にんじん,近畿,156.0
8444,2018-08-01,にんじん,近畿,137.0
8445,2018-09-01,にんじん,近畿,189.0
8446,2018-10-01,にんじん,近畿,224.0
8447,2018-11-01,にんじん,近畿,174.0
8448,2018-12-01,にんじん,近畿,127.0
8449,2019-01-01,にんじん,近畿,102.0
8450,2019-02-01,にんじん,近畿,95.0
8451,2019-03-01,にんじん,近畿,105.0
8452,2019-04-01,にんじん,近畿,112.0
8453,2019-05-01,にんじん,近畿,100.0
8454,2019-06-01,にんじん,近畿,89.0
8455,2019-07-01,にんじん,近畿,109.0
8456,2019-08-01,にんじん,近畿,92.0
8457,2019-09-01,にんじん,近畿,122.0
8458,2019-10-01,にんじん,近畿,104.0
8459,2019-11-01,にんじん,近畿,117.0
8460,2016-01-01,にんじん,関東,80.0
8461,2016-02-01,にんじん,関東,92.0
8462,2016-03-01,にんじん,関東,114.0
8463,2016-04-01,にんじん,関東,165.0
8464,2016-05-01,にんじん,関東,181.0
8465,2016-06-01,にんじん,関東,132.0
8466,2016-07-01,にんじん,関東,155.0
8467,2016-08-01,にんじん,関東,150.0
8468,2016-09-01,にんじん,関東,296.0
8469,2016-10-01,にんじん,関東,278.0
8470,2016-11-01,にんじん,関東,219.0
8471,2016-12-01,にんじん,関東,146.0
8472,2017-01-01,にんじん,関東,152.0
8473,2017-02-01,にんじん,関東,159.0
8474,2017-03-01,にんじん,関東,180.0
8475,2017-04-01,にんじん,関東,171.0
8476,2017-05-01,にんじん,関東,145.0
8477,2017-06-01,にんじん,関東,145.0
8478,2017-07-01,にんじん,関東,101.0
8479,2017-08-01,にんじん,関東,72.0
8480,2017-09-01,にんじん,関東,84.0
8481,2017-10-01,にんじん,関東,91.0
8482,2017-11-01,にんじん,関東,137.0
8483,2017-12-01,にんじん,関東,132.0
8484,2018-01-01,にんじん,関東,155.0
8485,2018-02-01,にんじん,関東,180.0
8486,2018-03-01,にんじん,関東,204.0
8487,2018-04-01,にんじん,関東,224.0
8488,2018-05-01,にんじん,関東,136.0
8489,2018-06-01,にんじん,関東,107.0
8490,2018-07-01,にんじん,関東,151.0
8491,2018-08-01,にんじん,関東,141.0
8492,2018-09-01,にんじん,関東,189.0
8493,2018-10-01,にんじん,関東,219.0
8494,2018-11-01,にんじん,関東,177.0
8495,2018-12-01,にんじん,関東,110.0
8496,2019-01-01,にんじん,関東,106.0
8497,2019-02-01,にんじん,関東,102.0
8498,2019-03-01,にんじん,関東,106.0
8499,2019-04-01,にんじん,関東,123.0
8500,2019-05-01,にんじん,関東,128.0
8501,2019-06-01,にんじん,関東,127.0
8502,2019-07-01,にんじん,関東,116.0
8503,2019-08-01,にんじん,関東,93.0
8504,2019-09-01,にんじん,関東,122.0
8505,2019-10-01,にんじん,関東,111.0
8506,2019-11-01,にんじん,関東,119.0
8507,2016-01-01,にんにく,九州,1679.0
8508,2016-02-01,にんにく,九州,1649.0
8509,2016-03-01,にんにく,九州,1600.0
8510,2016-04-01,にんにく,九州,1648.0
8511,2016-05-01,にんにく,九州,1228.0
8512,2016-06-01,にんにく,九州,1136.0
8513,2016-07-01,にんにく,九州,1162.0
8514,2016-08-01,にんにく,九州,1520.0
8515,2016-09-01,にんにく,九州,1858.0
8516,2016-10-01,にんにく,九州,2433.0
8517,2016-11-01,にんにく,九州,2476.0
8518,2016-12-01,にんにく,九州,1909.0
8519,2017-01-01,にんにく,九州,1831.0
8520,2017-02-01,にんにく,九州,1866.0
8521,2017-03-01,にんにく,九州,1757.0
8522,2017-04-01,にんにく,九州,1831.0
8523,2017-05-01,にんにく,九州,1392.0
8524,2017-06-01,にんにく,九州,1405.0
8525,2017-07-01,にんにく,九州,1268.0
8526,2017-08-01,にんにく,九州,1457.0
8527,2017-09-01,にんにく,九州,1456.0
8528,2017-10-01,にんにく,九州,1854.0
8529,2017-11-01,にんにく,九州,2087.0
8530,2017-12-01,にんにく,九州,2100.0
8531,2018-01-01,にんにく,九州,2023.0
8532,2018-02-01,にんにく,九州,1860.0
8533,2018-03-01,にんにく,九州,1768.0
8534,2018-04-01,にんにく,九州,1686.0
8535,2018-05-01,にんにく,九州,1195.0
8536,2018-06-01,にんにく,九州,1244.0
8537,2018-07-01,にんにく,九州,1277.0
8538,2018-08-01,にんにく,九州,1516.0
8539,2018-09-01,にんにく,九州,1606.0
8540,2018-10-01,にんにく,九州,1872.0
8541,2018-11-01,にんにく,九州,1831.0
8542,2018-12-01,にんにく,九州,1605.0
8543,2019-01-01,にんにく,九州,1544.0
8544,2019-02-01,にんにく,九州,1451.0
8545,2019-03-01,にんにく,九州,1390.0
8546,2019-04-01,にんにく,九州,1592.0
8547,2019-05-01,にんにく,九州,1012.0
8548,2019-06-01,にんにく,九州,943.0
8549,2019-07-01,にんにく,九州,1056.0
8550,2019-08-01,にんにく,九州,1086.0
8551,2019-09-01,にんにく,九州,1052.0
8552,2019-10-01,にんにく,九州,1057.0
8553,2019-11-01,にんにく,九州,1044.0
8554,2016-01-01,にんにく,東北,1478.0
8555,2016-02-01,にんにく,東北,1366.0
8556,2016-03-01,にんにく,東北,1396.0
8557,2016-04-01,にんにく,東北,1635.0
8558,2016-05-01,にんにく,東北,1742.0
8559,2016-06-01,にんにく,東北,1367.0
8560,2016-07-01,にんにく,東北,1544.0
8561,2016-08-01,にんにく,東北,1400.0
8562,2016-09-01,にんにく,東北,1605.0
8563,2016-10-01,にんにく,東北,1901.0
8564,2016-11-01,にんにく,東北,1817.0
8565,2016-12-01,にんにく,東北,1727.0
8566,2017-01-01,にんにく,東北,1711.0
8567,2017-02-01,にんにく,東北,1601.0
8568,2017-03-01,にんにく,東北,1527.0
8569,2017-04-01,にんにく,東北,1932.0
8570,2017-05-01,にんにく,東北,1778.0
8571,2017-06-01,にんにく,東北,1491.0
8572,2017-07-01,にんにく,東北,1665.0
8573,2017-08-01,にんにく,東北,1708.0
8574,2017-09-01,にんにく,東北,1655.0
8575,2017-10-01,にんにく,東北,1546.0
8576,2017-11-01,にんにく,東北,1647.0
8577,2017-12-01,にんにく,東北,1768.0
8578,2018-01-01,にんにく,東北,1725.0
8579,2018-02-01,にんにく,東北,1603.0
8580,2018-03-01,にんにく,東北,1540.0
8581,2018-04-01,にんにく,東北,1791.0
8582,2018-05-01,にんにく,東北,1713.0
8583,2018-06-01,にんにく,東北,1520.0
8584,2018-07-01,にんにく,東北,1390.0
8585,2018-08-01,にんにく,東北,1432.0
8586,2018-09-01,にんにく,東北,1166.0
8587,2018-10-01,にんにく,東北,997.0
8588,2018-11-01,にんにく,東北,1183.0
8589,2018-12-01,にんにく,東北,1258.0
8590,2019-01-01,にんにく,東北,1244.0
8591,2019-02-01,にんにく,東北,1074.0
8592,2019-03-01,にんにく,東北,1078.0
8593,2019-04-01,にんにく,東北,1428.0
8594,2019-05-01,にんにく,東北,1417.0
8595,2019-06-01,にんにく,東北,1085.0
8596,2019-07-01,にんにく,東北,1050.0
8597,2019-08-01,にんにく,東北,762.0
8598,2019-09-01,にんにく,東北,650.0
8599,2019-10-01,にんにく,東北,577.0
8600,2019-11-01,にんにく,東北,661.0
8601,2016-01-01,にんにく,東海,1608.0
8602,2016-02-01,にんにく,東海,1562.0
8603,2016-03-01,にんにく,東海,1643.0
8604,2016-04-01,にんにく,東海,1839.0
8605,2016-05-01,にんにく,東海,1690.0
8606,2016-06-01,にんにく,東海,1749.0
8607,2016-07-01,にんにく,東海,1761.0
8608,2016-08-01,にんにく,東海,1652.0
8609,2016-09-01,にんにく,東海,1865.0
8610,2016-10-01,にんにく,東海,2095.0
8611,2016-11-01,にんにく,東海,2070.0
8612,2016-12-01,にんにく,東海,1945.0
8613,2017-01-01,にんにく,東海,1435.0
8614,2017-02-01,にんにく,東海,1721.0
8615,2017-03-01,にんにく,東海,1730.0
8616,2017-04-01,にんにく,東海,2002.0
8617,2017-05-01,にんにく,東海,1820.0
8618,2017-06-01,にんにく,東海,1937.0
8619,2017-07-01,にんにく,東海,1746.0
8620,2017-08-01,にんにく,東海,1876.0
8621,2017-09-01,にんにく,東海,1730.0
8622,2017-10-01,にんにく,東海,1899.0
8623,2017-11-01,にんにく,東海,1867.0
8624,2017-12-01,にんにく,東海,1900.0
8625,2018-01-01,にんにく,東海,1820.0
8626,2018-02-01,にんにく,東海,1735.0
8627,2018-03-01,にんにく,東海,1774.0
8628,2018-04-01,にんにく,東海,2091.0
8629,2018-05-01,にんにく,東海,1817.0
8630,2018-06-01,にんにく,東海,2036.0
8631,2018-07-01,にんにく,東海,1789.0
8632,2018-08-01,にんにく,東海,1529.0
8633,2018-09-01,にんにく,東海,1834.0
8634,2018-10-01,にんにく,東海,1898.0
8635,2018-11-01,にんにく,東海,1915.0
8636,2018-12-01,にんにく,東海,1599.0
8637,2019-01-01,にんにく,東海,1620.0
8638,2019-02-01,にんにく,東海,1482.0
8639,2019-03-01,にんにく,東海,1566.0
8640,2019-04-01,にんにく,東海,1849.0
8641,2019-05-01,にんにく,東海,1580.0
8642,2019-06-01,にんにく,東海,1800.0
8643,2019-07-01,にんにく,東海,1704.0
8644,2019-08-01,にんにく,東海,1294.0
8645,2019-09-01,にんにく,東海,1108.0
8646,2019-10-01,にんにく,東海,1288.0
8647,2019-11-01,にんにく,東海,1271.0
8648,2016-01-01,にんにく,近畿,1694.0
8649,2016-02-01,にんにく,近畿,1614.0
8650,2016-03-01,にんにく,近畿,1656.0
8651,2016-04-01,にんにく,近畿,1815.0
8652,2016-05-01,にんにく,近畿,1654.0
8653,2016-06-01,にんにく,近畿,1784.0
8654,2016-07-01,にんにく,近畿,1871.0
8655,2016-08-01,にんにく,近畿,1790.0
8656,2016-09-01,にんにく,近畿,1822.0
8657,2016-10-01,にんにく,近畿,2434.0
8658,2016-11-01,にんにく,近畿,2178.0
8659,2016-12-01,にんにく,近畿,2019.0
8660,2017-01-01,にんにく,近畿,1942.0
8661,2017-02-01,にんにく,近畿,1822.0
8662,2017-03-01,にんにく,近畿,1794.0
8663,2017-04-01,にんにく,近畿,2076.0
8664,2017-05-01,にんにく,近畿,1709.0
8665,2017-06-01,にんにく,近畿,1894.0
8666,2017-07-01,にんにく,近畿,1962.0
8667,2017-08-01,にんにく,近畿,1957.0
8668,2017-09-01,にんにく,近畿,2066.0
8669,2017-10-01,にんにく,近畿,2191.0
8670,2017-11-01,にんにく,近畿,2021.0
8671,2017-12-01,にんにく,近畿,2072.0
8672,2018-01-01,にんにく,近畿,2044.0
8673,2018-02-01,にんにく,近畿,1835.0
8674,2018-03-01,にんにく,近畿,1870.0
8675,2018-04-01,にんにく,近畿,2082.0
8676,2018-05-01,にんにく,近畿,1787.0
8677,2018-06-01,にんにく,近畿,1840.0
8678,2018-07-01,にんにく,近畿,1935.0
8679,2018-08-01,にんにく,近畿,1824.0
8680,2018-09-01,にんにく,近畿,1781.0
8681,2018-10-01,にんにく,近畿,1881.0
8682,2018-11-01,にんにく,近畿,1681.0
8683,2018-12-01,にんにく,近畿,1586.0
8684,2019-01-01,にんにく,近畿,1517.0
8685,2019-02-01,にんにく,近畿,1418.0
8686,2019-03-01,にんにく,近畿,1410.0
8687,2019-04-01,にんにく,近畿,1708.0
8688,2019-05-01,にんにく,近畿,1445.0
8689,2019-06-01,にんにく,近畿,1421.0
8690,2019-07-01,にんにく,近畿,1423.0
8691,2019-08-01,にんにく,近畿,1178.0
8692,2019-09-01,にんにく,近畿,1030.0
8693,2019-10-01,にんにく,近畿,1109.0
8694,2019-11-01,にんにく,近畿,1054.0
8695,2016-01-01,にんにく,関東,1628.0
8696,2016-02-01,にんにく,関東,1554.0
8697,2016-03-01,にんにく,関東,1559.0
8698,2016-04-01,にんにく,関東,1697.0
8699,2016-05-01,にんにく,関東,1271.0
8700,2016-06-01,にんにく,関東,1357.0
8701,2016-07-01,にんにく,関東,1711.0
8702,2016-08-01,にんにく,関東,1783.0
8703,2016-09-01,にんにく,関東,1967.0
8704,2016-10-01,にんにく,関東,2149.0
8705,2016-11-01,にんにく,関東,2111.0
8706,2016-12-01,にんにく,関東,1957.0
8707,2017-01-01,にんにく,関東,1883.0
8708,2017-02-01,にんにく,関東,1743.0
8709,2017-03-01,にんにく,関東,1724.0
8710,2017-04-01,にんにく,関東,1929.0
8711,2017-05-01,にんにく,関東,1344.0
8712,2017-06-01,にんにく,関東,1489.0
8713,2017-07-01,にんにく,関東,1731.0
8714,2017-08-01,にんにく,関東,1917.0
8715,2017-09-01,にんにく,関東,1965.0
8716,2017-10-01,にんにく,関東,2107.0
8717,2017-11-01,にんにく,関東,1940.0
8718,2017-12-01,にんにく,関東,1864.0
8719,2018-01-01,にんにく,関東,1904.0
8720,2018-02-01,にんにく,関東,1762.0
8721,2018-03-01,にんにく,関東,1765.0
8722,2018-04-01,にんにく,関東,1885.0
8723,2018-05-01,にんにく,関東,1419.0
8724,2018-06-01,にんにく,関東,1660.0
8725,2018-07-01,にんにく,関東,1843.0
8726,2018-08-01,にんにく,関東,1900.0
8727,2018-09-01,にんにく,関東,1846.0
8728,2018-10-01,にんにく,関東,1793.0
8729,2018-11-01,にんにく,関東,1589.0
8730,2018-12-01,にんにく,関東,1503.0
8731,2019-01-01,にんにく,関東,1362.0
8732,2019-02-01,にんにく,関東,1369.0
8733,2019-03-01,にんにく,関東,1406.0
8734,2019-04-01,にんにく,関東,1581.0
8735,2019-05-01,にんにく,関東,1159.0
8736,2019-06-01,にんにく,関東,1366.0
8737,2019-07-01,にんにく,関東,1329.0
8738,2019-08-01,にんにく,関東,1264.0
8739,2019-09-01,にんにく,関東,1148.0
8740,2019-10-01,にんにく,関東,1147.0
8741,2019-11-01,にんにく,関東,1107.0
8742,2016-01-01,ねぎ,中国,467.0
8743,2016-02-01,ねぎ,中国,533.0
8744,2016-03-01,ねぎ,中国,478.0
8745,2016-04-01,ねぎ,中国,491.0
8746,2016-05-01,ねぎ,中国,626.0
8747,2016-06-01,ねぎ,中国,539.0
8748,2016-07-01,ねぎ,中国,611.0
8749,2016-08-01,ねぎ,中国,582.0
8750,2016-09-01,ねぎ,中国,632.0
8751,2016-10-01,ねぎ,中国,702.0
8752,2016-11-01,ねぎ,中国,587.0
8753,2016-12-01,ねぎ,中国,491.0
8754,2017-01-01,ねぎ,中国,499.0
8755,2017-02-01,ねぎ,中国,502.0
8756,2017-03-01,ねぎ,中国,425.0
8757,2017-04-01,ねぎ,中国,388.0
8758,2017-05-01,ねぎ,中国,418.0
8759,2017-06-01,ねぎ,中国,408.0
8760,2017-07-01,ねぎ,中国,424.0
8761,2017-08-01,ねぎ,中国,607.0
8762,2017-09-01,ねぎ,中国,539.0
8763,2017-10-01,ねぎ,中国,492.0
8764,2017-11-01,ねぎ,中国,567.0
8765,2017-12-01,ねぎ,中国,547.0
8766,2018-01-01,ねぎ,中国,632.0
8767,2018-02-01,ねぎ,中国,695.0
8768,2018-03-01,ねぎ,中国,442.0
8769,2018-04-01,ねぎ,中国,345.0
8770,2018-05-01,ねぎ,中国,453.0
8771,2018-06-01,ねぎ,中国,429.0
8772,2018-07-01,ねぎ,中国,583.0
8773,2018-08-01,ねぎ,中国,718.0
8774,2018-09-01,ねぎ,中国,713.0
8775,2018-10-01,ねぎ,中国,651.0
8776,2018-11-01,ねぎ,中国,483.0
8777,2018-12-01,ねぎ,中国,412.0
8778,2019-01-01,ねぎ,中国,397.0
8779,2019-02-01,ねぎ,中国,348.0
8780,2019-03-01,ねぎ,中国,304.0
8781,2019-04-01,ねぎ,中国,347.0
8782,2019-05-01,ねぎ,中国,422.0
8783,2019-06-01,ねぎ,中国,443.0
8784,2019-07-01,ねぎ,中国,425.0
8785,2019-08-01,ねぎ,中国,576.0
8786,2019-09-01,ねぎ,中国,576.0
8787,2019-10-01,ねぎ,中国,531.0
8788,2019-11-01,ねぎ,中国,471.0
8789,2016-01-01,ねぎ,九州,468.0
8790,2016-02-01,ねぎ,九州,487.0
8791,2016-03-01,ねぎ,九州,393.0
8792,2016-04-01,ねぎ,九州,420.0
8793,2016-05-01,ねぎ,九州,593.0
8794,2016-06-01,ねぎ,九州,525.0
8795,2016-07-01,ねぎ,九州,631.0
8796,2016-08-01,ねぎ,九州,577.0
8797,2016-09-01,ねぎ,九州,689.0
8798,2016-10-01,ねぎ,九州,766.0
8799,2016-11-01,ねぎ,九州,628.0
8800,2016-12-01,ねぎ,九州,519.0
8801,2017-01-01,ねぎ,九州,462.0
8802,2017-02-01,ねぎ,九州,464.0
8803,2017-03-01,ねぎ,九州,366.0
8804,2017-04-01,ねぎ,九州,361.0
8805,2017-05-01,ねぎ,九州,427.0
8806,2017-06-01,ねぎ,九州,401.0
8807,2017-07-01,ねぎ,九州,445.0
8808,2017-08-01,ねぎ,九州,587.0
8809,2017-09-01,ねぎ,九州,589.0
8810,2017-10-01,ねぎ,九州,578.0
8811,2017-11-01,ねぎ,九州,604.0
8812,2017-12-01,ねぎ,九州,525.0
8813,2018-01-01,ねぎ,九州,556.0
8814,2018-02-01,ねぎ,九州,590.0
8815,2018-03-01,ねぎ,九州,378.0
8816,2018-04-01,ねぎ,九州,290.0
8817,2018-05-01,ねぎ,九州,468.0
8818,2018-06-01,ねぎ,九州,412.0
8819,2018-07-01,ねぎ,九州,509.0
8820,2018-08-01,ねぎ,九州,689.0
8821,2018-09-01,ねぎ,九州,719.0
8822,2018-10-01,ねぎ,九州,721.0
8823,2018-11-01,ねぎ,九州,464.0
8824,2018-12-01,ねぎ,九州,412.0
8825,2019-01-01,ねぎ,九州,353.0
8826,2019-02-01,ねぎ,九州,297.0
8827,2019-03-01,ねぎ,九州,267.0
8828,2019-04-01,ねぎ,九州,341.0
8829,2019-05-01,ねぎ,九州,423.0
8830,2019-06-01,ねぎ,九州,426.0
8831,2019-07-01,ねぎ,九州,432.0
8832,2019-08-01,ねぎ,九州,610.0
8833,2019-09-01,ねぎ,九州,598.0
8834,2019-10-01,ねぎ,九州,568.0
8835,2019-11-01,ねぎ,九州,482.0
8836,2016-01-01,ねぎ,北海道,397.0
8837,2016-02-01,ねぎ,北海道,384.0
8838,2016-03-01,ねぎ,北海道,431.0
8839,2016-04-01,ねぎ,北海道,486.0
8840,2016-05-01,ねぎ,北海道,592.0
8841,2016-06-01,ねぎ,北海道,528.0
8842,2016-07-01,ねぎ,北海道,467.0
8843,2016-08-01,ねぎ,北海道,314.0
8844,2016-09-01,ねぎ,北海道,311.0
8845,2016-10-01,ねぎ,北海道,349.0
8846,2016-11-01,ねぎ,北海道,376.0
8847,2016-12-01,ねぎ,北海道,422.0
8848,2017-01-01,ねぎ,北海道,431.0
8849,2017-02-01,ねぎ,北海道,452.0
8850,2017-03-01,ねぎ,北海道,494.0
8851,2017-04-01,ねぎ,北海道,454.0
8852,2017-05-01,ねぎ,北海道,488.0
8853,2017-06-01,ねぎ,北海道,465.0
8854,2017-07-01,ねぎ,北海道,435.0
8855,2017-08-01,ねぎ,北海道,373.0
8856,2017-09-01,ねぎ,北海道,328.0
8857,2017-10-01,ねぎ,北海道,309.0
8858,2017-11-01,ねぎ,北海道,373.0
8859,2017-12-01,ねぎ,北海道,416.0
8860,2018-01-01,ねぎ,北海道,478.0
8861,2018-02-01,ねぎ,北海道,589.0
8862,2018-03-01,ねぎ,北海道,538.0
8863,2018-04-01,ねぎ,北海道,420.0
8864,2018-05-01,ねぎ,北海道,470.0
8865,2018-06-01,ねぎ,北海道,450.0
8866,2018-07-01,ねぎ,北海道,470.0
8867,2018-08-01,ねぎ,北海道,443.0
8868,2018-09-01,ねぎ,北海道,388.0
8869,2018-10-01,ねぎ,北海道,385.0
8870,2018-11-01,ねぎ,北海道,350.0
8871,2018-12-01,ねぎ,北海道,362.0
8872,2019-01-01,ねぎ,北海道,378.0
8873,2019-02-01,ねぎ,北海道,406.0
8874,2019-03-01,ねぎ,北海道,350.0
8875,2019-04-01,ねぎ,北海道,381.0
8876,2019-05-01,ねぎ,北海道,460.0
8877,2019-06-01,ねぎ,北海道,495.0
8878,2019-07-01,ねぎ,北海道,452.0
8879,2019-08-01,ねぎ,北海道,376.0
8880,2019-09-01,ねぎ,北海道,290.0
